	control_1	control_2	control_3	control_4	opg_1	opg_2	opg_3	opg_4	gtdup_1	gtdup_2	gtdup_3
ENSG00000273976	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277505	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175676	0	0	0	0	0	0	0	0	0	0	1
ENSG00000273981	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274099	1	0	0	0	0	0	0	0	0	0	0
ENSG00000278541	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276941	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278552	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259414	0	0	0	0	0	0	0	0	0	0	1
ENSG00000274471	35	27	42	34	30	44	37	24	20	11	22
ENSG00000273756	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261739	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278222	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286598	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261418	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174450	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265673	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179455	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260978	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254585	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182636	0	2	11	10	18	12	11	2	15	18	26
ENSG00000286973	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206616	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260232	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259905	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260551	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260780	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260959	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287888	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286110	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185823	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128739	10	2	17	8	11	17	9	4	13	14	8
ENSG00000280118	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241061	0	0	0	0	1	0	0	0	0	0	0
ENSG00000242088	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273173	0	0	1	0	2	1	0	0	0	0	1
ENSG00000214265	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224078	437	290	478	335	647	505	423	320	747	494	684
ENSG00000276314	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279192	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276610	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239014	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257647	0	2	4	2	5	1	0	1	0	2	12
ENSG00000274640	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207063	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207001	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207014	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275529	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207191	0	0	0	0	0	0	0	0	2	0	0
ENSG00000207442	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207133	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207093	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206727	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200661	0	0	0	0	0	0	0	0	0	0	1
ENSG00000206609	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207197	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207137	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206621	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207174	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207263	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206656	2	0	0	0	1	0	0	0	1	0	3
ENSG00000206688	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207460	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261069	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278715	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277785	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275127	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207375	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287482	0	3	0	2	2	3	1	0	2	0	2
ENSG00000279735	2	4	2	2	3	6	3	0	1	5	3
ENSG00000207279	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252326	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251815	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251896	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278123	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207245	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252277	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279050	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212428	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270814	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201831	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199712	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199970	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200680	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200503	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200812	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278089	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200726	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201943	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200486	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199453	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273835	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199960	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201679	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200757	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201482	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200163	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199968	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201969	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199833	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201326	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201331	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200398	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199489	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275524	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201300	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200801	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199704	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200987	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202188	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200949	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200593	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199311	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201992	0	0	0	0	0	0	0	1	0	0	0
ENSG00000202499	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200638	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201907	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200564	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272460	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200478	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201143	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202373	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280234	1	0	0	0	0	0	0	0	1	0	0
ENSG00000212380	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276844	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212528	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201634	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239169	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114062	162	142	260	196	267	266	205	208	324	337	430
ENSG00000261529	1	0	5	3	5	8	5	3	5	10	4
ENSG00000235731	1	0	2	7	6	1	0	1	6	7	5
ENSG00000223628	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206190	153	258	628	627	494	626	156	201	143	219	185
ENSG00000222123	0	0	1	0	2	0	0	0	0	0	0
ENSG00000266517	0	1	0	2	0	0	0	1	0	2	1
ENSG00000259011	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206187	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258965	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212604	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258931	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259150	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286884	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235160	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287280	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166206	0	0	1	0	0	0	1	1	10	2	3
ENSG00000278840	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235518	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242793	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186297	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259122	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182256	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228740	0	0	0	0	1	0	0	0	0	0	0
ENSG00000214254	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200326	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258624	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261426	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258970	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259152	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259168	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258594	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287922	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258853	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104044	11	13	7	4	17	7	10	9	13	9	13
ENSG00000232394	0	1	0	0	0	1	0	0	1	0	0
ENSG00000228992	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128731	1827	1507	1411	1528	1055	1401	1352	1465	1432	1269	1088
ENSG00000256338	0	0	0	0	4	4	2	0	3	9	9
ENSG00000261401	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261561	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237850	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261497	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153684	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276891	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261524	0	0	0	0	1	0	0	0	0	0	0
ENSG00000276928	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274532	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266039	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284628	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260159	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261365	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263964	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274814	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260053	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183629	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276955	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261041	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227717	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260444	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261581	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206149	379	352	284	300	211	281	258	328	280	204	198
ENSG00000254398	1	0	1	3	9	4	1	1	2	6	16
ENSG00000188626	6	4	4	3	3	5	3	2	6	4	4
ENSG00000274632	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261480	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248334	0	1	1	6	2	1	1	1	5	1	3
ENSG00000260844	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232431	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256951	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261377	25	37	34	35	11	27	37	31	22	24	18
ENSG00000271616	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261649	25	16	15	16	8	7	27	15	10	2	5
ENSG00000270301	5	5	2	1	3	2	6	2	3	1	0
ENSG00000287894	0	0	0	0	0	0	0	0	0	0	0
ENSG00000034053	50	16	32	49	11	24	16	31	20	9	17
ENSG00000259277	0	0	0	0	1	0	0	0	0	0	0
ENSG00000104059	0	1	0	2	0	2	0	1	0	0	0
ENSG00000259299	1	0	0	0	1	0	0	0	0	0	0
ENSG00000252868	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185115	16	13	24	16	20	14	23	15	18	14	37
ENSG00000259690	0	0	0	0	0	0	0	0	0	0	1
ENSG00000259814	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259300	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287334	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256802	0	0	0	0	0	0	0	1	0	0	0
ENSG00000104067	398	309	407	330	323	370	380	349	456	504	464
ENSG00000259644	0	1	3	1	2	2	7	6	8	4	6
ENSG00000234664	2	3	5	4	7	9	5	4	7	11	5
ENSG00000259523	0	0	0	0	0	3	1	0	0	0	1
ENSG00000259749	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259647	0	0	0	0	1	0	0	0	0	0	0
ENSG00000260174	0	0	1	0	0	0	0	0	0	0	1
ENSG00000229389	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179938	0	0	0	0	0	0	0	0	0	1	0
ENSG00000273818	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261792	0	0	0	0	0	0	0	0	0	2	0
ENSG00000178081	3	3	3	3	2	2	8	6	5	9	3
ENSG00000207432	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261247	2	2	1	2	1	1	0	3	4	0	0
ENSG00000277637	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260897	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261747	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259906	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225930	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259993	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206972	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270955	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279417	0	0	0	0	1	0	0	0	0	0	0
ENSG00000238783	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166664	2	4	2	0	0	0	2	2	0	2	1
ENSG00000263070	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238519	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274966	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186399	51	36	25	29	14	30	30	26	34	16	27
ENSG00000274424	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271333	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215302	26	19	16	20	11	13	21	20	30	21	20
ENSG00000270055	16	11	19	15	17	13	16	14	34	28	23
ENSG00000283345	1	0	0	0	0	0	0	0	0	1	0
ENSG00000260784	0	1	0	0	0	0	0	0	5	2	0
ENSG00000260693	7	2	3	2	1	4	4	2	4	2	7
ENSG00000178115	2	3	1	1	2	7	0	3	2	3	0
ENSG00000277031	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259890	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260128	0	1	3	1	0	1	2	3	3	1	1
ENSG00000207430	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261794	23	16	15	12	17	25	15	16	21	17	25
ENSG00000270016	1	1	0	0	1	2	1	4	1	1	1
ENSG00000277467	0	0	0	0	0	0	0	0	0	1	0
ENSG00000269930	0	0	0	0	3	0	0	0	0	0	0
ENSG00000247728	8	11	16	12	3	6	4	7	11	6	9
ENSG00000285077	8	10	14	11	11	15	14	9	13	9	13
ENSG00000284906	0	3	3	1	2	1	0	1	0	3	3
ENSG00000285035	0	0	0	0	1	1	0	0	0	0	2
ENSG00000187951	22	8	21	13	13	18	12	17	15	27	31
ENSG00000206846	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284783	0	0	0	0	0	0	1	0	0	0	0
ENSG00000103832	1	0	0	2	0	1	3	1	1	0	2
ENSG00000278696	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259845	100	68	51	84	79	77	69	106	93	66	76
ENSG00000260382	4	2	6	3	9	12	5	3	4	0	7
ENSG00000198690	435	380	346	363	386	458	448	414	478	519	407
ENSG00000261628	5	9	1	1	5	7	4	7	7	5	4
ENSG00000166912	310	226	314	224	250	276	297	261	401	332	405
ENSG00000212526	0	0	1	1	2	1	0	1	1	2	3
ENSG00000259720	0	0	0	1	1	0	0	0	0	2	1
ENSG00000134160	2	0	0	0	0	0	0	1	0	0	0
ENSG00000207702	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259448	2	3	13	12	4	13	9	6	12	11	7
ENSG00000259772	1	1	6	6	3	4	1	1	5	6	1
ENSG00000169926	142	121	579	259	351	421	242	198	362	566	561
ENSG00000259179	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259696	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169918	3	1	3	2	4	1	2	4	4	14	12
ENSG00000259358	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277500	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175344	6	9	2	2	2	2	6	3	2	1	5
ENSG00000206849	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201084	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279912	0	0	0	0	0	0	0	1	0	0	0
ENSG00000271078	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207257	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260211	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260642	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288627	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261491	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249931	1	0	1	1	1	0	3	1	2	3	4
ENSG00000275776	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215304	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261279	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206987	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261708	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206127	25	38	19	24	11	27	17	15	19	13	25
ENSG00000274076	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270789	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261375	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254912	9	1	2	1	1	4	1	2	1	3	2
ENSG00000223509	56	52	56	55	33	60	56	64	91	51	51
ENSG00000261064	60	37	46	51	30	42	59	37	74	66	55
ENSG00000276724	0	0	0	0	0	1	1	0	0	1	0
ENSG00000262728	9	7	10	8	17	13	7	6	13	12	12
ENSG00000232653	28	37	22	16	26	21	23	19	41	28	30
ENSG00000277464	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244952	12	6	1	1	2	5	4	3	7	7	5
ENSG00000198826	58	48	38	49	23	42	40	49	42	38	77
ENSG00000285948	11	2	11	11	6	12	15	12	12	16	23
ENSG00000166922	4	5	3	2	0	1	4	3	1	1	5
ENSG00000241818	0	0	0	0	0	0	0	0	1	0	1
ENSG00000259721	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166923	0	0	0	0	0	0	0	0	1	0	3
ENSG00000248905	1034	867	878	808	687	859	756	695	1131	1078	1114
ENSG00000259392	6	6	8	19	17	12	14	9	16	5	14
ENSG00000212415	0	0	0	0	1	1	0	0	0	0	0
ENSG00000259686	0	0	2	3	0	1	0	0	1	4	7
ENSG00000279958	0	1	1	1	6	1	2	0	7	2	9
ENSG00000215296	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259446	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198838	6	3	16	11	13	16	9	11	21	18	19
ENSG00000200008	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276702	0	0	0	0	0	1	0	0	0	0	1
ENSG00000259408	2	3	9	2	1	3	6	1	10	7	3
ENSG00000259287	1	1	1	3	1	1	1	0	1	3	1
ENSG00000169857	16	24	24	23	17	17	30	23	24	24	20
ENSG00000184984	4	5	7	7	7	4	4	4	12	1	13
ENSG00000278472	0	0	0	0	0	1	1	0	0	0	1
ENSG00000287840	0	1	2	1	4	2	2	1	3	3	9
ENSG00000259505	1	0	0	1	4	5	2	1	6	3	5
ENSG00000134153	14	1	11	3	11	12	4	8	12	8	20
ENSG00000243094	0	0	1	0	0	0	0	0	0	1	3
ENSG00000182405	29	26	15	15	12	27	14	20	27	23	26
ENSG00000134152	57	25	93	49	114	77	67	57	78	99	129
ENSG00000128463	9	9	19	11	17	16	17	12	18	15	39
ENSG00000140199	382	360	518	381	404	475	384	360	526	633	653
ENSG00000259468	30	16	19	8	17	24	24	14	28	39	22
ENSG00000207091	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182117	12	4	40	15	28	33	29	14	28	44	52
ENSG00000184507	0	1	4	0	1	0	2	1	1	1	1
ENSG00000176454	72	117	85	107	112	104	102	99	110	127	68
ENSG00000259904	1	2	0	0	0	0	1	2	3	2	0
ENSG00000175265	940	788	609	660	407	603	646	771	782	698	412
ENSG00000221649	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260639	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261081	0	0	1	1	1	0	1	4	5	1	1
ENSG00000279092	3	12	10	5	8	5	6	18	14	8	6
ENSG00000259917	0	0	1	1	0	0	0	0	0	1	1
ENSG00000261559	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278582	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215252	200	158	124	160	99	165	188	169	201	201	114
ENSG00000221065	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259892	0	0	1	0	0	0	0	0	1	1	0
ENSG00000252425	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261304	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287973	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159248	0	0	0	0	0	2	0	0	0	0	0
ENSG00000250007	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159251	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259751	1	0	0	0	1	3	1	1	7	2	6
ENSG00000021776	122	118	182	83	154	150	126	152	224	201	235
ENSG00000231409	0	1	1	0	2	0	3	0	1	0	1
ENSG00000198146	22	19	52	14	33	31	35	24	48	43	96
ENSG00000279364	5	0	3	0	8	1	4	0	3	5	19
ENSG00000259181	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280396	2	0	0	0	0	0	0	0	0	0	0
ENSG00000259587	0	0	0	0	0	4	0	0	0	1	0
ENSG00000259665	0	0	2	0	0	0	0	0	0	0	2
ENSG00000255192	1	3	2	0	0	0	0	0	1	1	2
ENSG00000259397	5	0	1	4	3	0	2	3	4	0	1
ENSG00000259336	3	0	0	0	1	2	0	0	0	1	0
ENSG00000259592	5	1	4	4	7	3	1	1	6	4	1
ENSG00000259516	0	1	2	0	0	2	0	4	1	2	2
ENSG00000134146	23	17	34	19	24	36	28	16	38	35	51
ENSG00000259710	1	2	1	0	0	1	0	0	0	0	0
ENSG00000259585	10	5	13	7	1	8	4	4	11	11	14
ENSG00000265102	0	0	2	0	3	2	1	0	1	2	1
ENSG00000259688	1	0	0	0	0	2	0	0	1	0	0
ENSG00000259411	0	1	1	0	0	2	0	0	0	0	1
ENSG00000248079	6	3	8	6	7	9	3	2	5	9	3
ENSG00000259217	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259245	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265098	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259639	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259395	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259737	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270500	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186073	15	10	25	14	28	27	34	15	42	28	34
ENSG00000261635	2	7	5	5	3	7	7	7	5	3	7
ENSG00000261315	2	0	3	1	3	2	0	1	2	1	0
ENSG00000260582	0	1	0	0	1	2	0	0	0	1	1
ENSG00000261191	0	0	1	0	0	0	1	0	1	0	1
ENSG00000223518	1	0	0	0	3	2	0	0	3	1	0
ENSG00000212511	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259280	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134138	0	3	2	1	4	2	0	2	1	3	3
ENSG00000277202	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206676	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259460	0	0	0	0	1	0	0	0	0	1	0
ENSG00000274444	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274216	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270304	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259434	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243122	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166069	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259225	1	1	2	1	0	1	0	1	1	0	0
ENSG00000236914	3	1	11	6	3	8	0	5	9	2	6
ENSG00000259380	0	0	0	0	1	0	0	0	0	0	0
ENSG00000166068	428	561	781	691	667	810	583	615	729	672	637
ENSG00000171262	14	10	23	2	39	16	19	11	42	27	54
ENSG00000259192	2	0	1	0	3	4	1	0	5	0	5
ENSG00000172575	6	2	19	10	39	23	13	9	27	19	31
ENSG00000286786	9	4	23	7	21	14	12	3	34	20	29
ENSG00000259326	0	0	1	1	2	4	1	0	3	5	8
ENSG00000259598	0	0	0	3	1	0	0	0	0	0	1
ENSG00000175779	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259731	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274281	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259345	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259278	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259423	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175746	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259447	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259269	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259390	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137801	2	5	4	1	6	5	2	1	5	0	3
ENSG00000276107	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278621	0	0	0	0	1	0	0	0	0	0	0
ENSG00000150667	0	4	0	0	3	1	0	1	1	0	1
ENSG00000259580	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261136	1	1	4	2	6	2	1	0	3	3	2
ENSG00000166073	0	2	1	0	1	1	0	3	0	2	0
ENSG00000259432	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246863	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200305	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128829	255	195	221	163	176	234	231	198	233	230	264
ENSG00000259389	3	0	2	0	1	0	0	1	2	0	5
ENSG00000140319	25	16	80	23	46	50	41	32	45	63	105
ENSG00000248508	15	7	10	10	12	10	4	6	14	12	8
ENSG00000259584	0	0	1	0	0	2	2	1	4	1	1
